Detalle del Correo	VALIDACION 1	CODIGO 1
Hola Grace,  Con el cambio de tarjeta, como siempre ha sido, debía cambiar mis pagos asociados a la tarjeta, tu misma me lo dijiste. Pague el colegio de mis hijos por mano por lo mismo, y resulta que ahora tengo el cobro también del colegio. Como es posible que me hayan cobrado el colegio si estaba asociado a una tarjeta bloqueada? ahora resulta que lo pague dos veces, uno con mi tarjeta CRM y otro con la del Security. Por favor bloquear inmediatamente los pagos venideros del colegio, me complic	7	1
hola jazmin,  me sale un cobro que no corresponde  no he ido a ese lugar, nose porque aparece eso   18/12 REDCOMPRA BAR LORETO 000008511 20.000 229.423  me cuentas porfa  gracias 	7	1
Buenas tardes Junto con saludar solicito favor reversar cobro de plan cuenta corriente y cierre de cuenta. Atte,  Fabián Placencia Casanueva 	7	5
AL PAGAR MEDIANTE "CUENTAS INSCRITAS", ME PERCATÉ QUE HAY UN COSTO ADICIONAL QUE DESCONOCÍA SE APLICABA. EN ESTE CASO PAGUÉ LA CUENTA DE ESVAL POR $14.250 Y LA DE AGUAS ANDINAS POR $640 QUE SUMAN $14.890 Y EL TOTAL  COBRADO FUE DE $15.160. SOLICITO SE ACLARE PORQUÉ ESTE ADICIONAL SI LAS CUENTAS ESTÁN INSCRITAS DIRECTAMENTE CON LO INDICADO POR EL BANCO PARA ESTAS OPERACIONES, VALE DECIR, ESPECIFICANDO EL NRO. DE CLIENTE Y EL RUBRO.  SE ME EXPLICÓ QUE PODRÍA DEBERSE A UN CARGO POR SERVIPAG, PERO E	7	1
estimada, porque tengo un cobro de línea de sobregiro si no la he ocupado?, gracias 	7	1
Buenas tardes, tengo una consulta, referente al beneficio de devolución de los pac, de acuerdo a mi registro sólo se realizó en 2 ocasiones faltando la devolución de setiembre, app $ 10.000, lo solicitado es la devolución de ese monto si corresponde saludos cordiales  Juan Francisco Morales	7	1
Frente a la clonación y giro fraudulento de mi tarjeta de débito por un monto aproximado de $270.000 en el exterior que me indica el banco como justificación del descuento de dicho monto de mi cuenta corriente, solicité que me restituyeran dicho monto mientras se resuelve el cobro del seguro. La respuesta recibida es que debo esperar que el seguro resuelva en no más de 2 meses. Considerando que tengo la tarjeta en mi poder, que no la utilizo en el comercio, que no la he podido usar para hacer gi	7	6
No entiendo cargo por $2.619 de fecha 02/05/18. La LC se utilizó bajo la oferta de cobro $1 por 3 meses y se pagó todo antes del cumplimiento plazo de término de la promoción. Espero una respuesta,   atte.  Gianni Pareglio 992358636  	7	1
Carolina agradeceré si aun eres mi ejecutiva me puedas contactar, tengo cargos (aprox 40 mil) a mi cuenta de parte del banco que quisiera aclarar.  Saludos cordiales  Juan Marcos Torres H.	7	1
Favor revisar cobro por plan cuenta corriente.	7	1
Hola Karina! ¿cómo estás? Disculpa que te moleste pero ayer puse mal la clave de la tarjeta de débito y al parece se bloqueó la tarjeta ¿me ayudas a desbloquearla por favor? Muchísimas gracias.	7	13
Estimada: Yo he realizado el abono solicitado para que no me cobren mantención, pero me siguen cobrando, y no me han realizado la reversa, en realidad no tengo tiempo para estar revisando a cada rato si me han realizado la reversa o o no o si me cobran mantención, etc.  Por esta razón solicito que a la brevedad me realicen la reversa de la mantención y deseo que lo antes posible me cierren la cuenta, por favor.  Muchas gracias.  Saludos	7	1
Hola Jimena, buenas tardes. Le tengo una consulta, revisando las cartolas del mes pasado y el actual no veo el descuento en mi cuenta corriente del pago automático de mi tarjeta de crédito Master Card. Usted seria tan amable de revisar, yo me acuerdo haber solicitado este pago automático.  	7	14
Claudia hola como estas por favor necesito saber de la devolución de los cargos a mi cuenta por concepto de comisiones y costos de la cuenta corriente por favor necesito el detalle de lo que se solicito y cuando será devuelto ya que la deuda aumenta y veo que me siguen cobrando intereses de línea de 45 mil esos y aumenta y aumenta  gracias	7	1
Hola...  Por que me están cobrando comisiones de mantención...???  Me comentas.  Saludos.	7	2
Estrimada,  ya es cuarta vez que me ocurre lo mismo, esta cuenta personal como la de empresa que tengo en este banco son de muy baja circulación. la vez anterior advertí que por favor me informaran por correos de los cobros, nuevamente nada de eso ha pasado, se generó nuevamente una deuda que trae arrastrado todo tipo de intereses por no pago. si no logran resolver este tema en mi favor con al menos la condonación de los intereses, entonces cerraré ambas cuentas.   quedo atento a su respuesta, m	7	1
Estimada Ivonne:  Junto con saludar, consulto por el status de la conversación telefónica sostenida el día 27/07, donde comenté que en mi cta. Cte se me había aplicado el cobro de comisión mensual de $9.790 (IVA incluido) el cual no procede, dado que efectivamente realicé como todos los meses un abono desde mi cta. Cte de Banco Santander el día 03/07.  Por lo tanto, ¿Cuándo debería ver reflejado la regularización de este cargo en mi cuenta corriente?  Cabe destacar que en el mes anterior (junio)	7	6
Grace, Que paso con el cargo de $200.000 app en mi cuenta corriente ¿? Hablamos hace 2 semanas atrás y me indicaste que solicitarías cartolas de movimiento de la línea.  Necesito una respuesta, ingresé reclamo por este motivo a la Defensoria del cliente , pero aun no tengo respuesta ni del Banco ni de esta Institución  Favor necesito aclarar el cargo y que se reverse Saludos	7	1
Buenos días. Pedí expresamente, quedó grabado y con constancia que al momento de que me depositaran el préstamo que solicité por la suma $6.600.000, NO SE PAGARA LA LINEA DE SOBREGIRO O LINEA DE CRÉDITO, bueno, que es lo primero que pasó?, automáticamente se pagó. Se los pedí y supuestamente estaba en condiciones para que yo pagara la línea en forma manual, lo cual no fue así. Dejo este reclamo y espero se responda y se tomen medidas al respecto pues me afecta de sobremanera. Atte. Alvaro Suárez	7	5
Buenas Tardes Mónica:  Junto con saludar, te quiero consultar lo siguiente: ¿Por qué todos los años me han cobrado seguro de degravamen de la linea de crédito, si cuando abrí la cuenta me dijeron que no era asegurable por la edad?  Quedo atenta a tus comentarios y muchas Gracias. Atte. Leticia Courbis T.	7	1
Hola Catalina o Jazmín, Cómo estás ? Espero que bien. Quisiera saber por qué al abrir la página del banco en mi cuenta me aparece un mensaje de que tengo una deuda x la línea de crédito, y yo no tengo línea de crédito. Yo por ahora, estoy con licencia como x 3 semanas, pero igual me puedes contestar a este mail. Saludos y que tengas una excelente semana,  Claudia Escudero H.	7	1
maria teresa me aparecece manuelmente protestado un cheque que esta los fondos en la cta lo puedesc rebisar por favor	7	98
Hoy revise mi cuenta y se mantiene el cobro de la empresa Bazhars insisto el banco me ofreció 12 cuotas precio contado, la ejecutiva Pamela Herrera me informo en el momento del primer reclamo que esto quedaría solucionado, han pasado dos meses y aun no  se realiza la gestión. No quiero pensar que esos ofrecimiento son una suerte de engaño para los clientes.Saluda Atte.	7	7
Estimada Maribel,  Junto con saludarla, le escribo porque tengo el siguiente problema. Tengo un PAC inscrito que hace bastante tiempo  que he querido bloquearlo. Sin embargo, pese a que lo he bloquedao un par de veces este se sigue cobrando. Agradeceria su asistencia al respecto.  Atte.	7	1
Estimada Paulina:  Junto con saludar, te quería preguntar ¿porqué me están cobrando comisión por la cuenta? La última vez inscribí 2 cuentas a PAT, precisamente para que no me cobraran la comisión por la cuenta.  Saludos	7	2
Estimada Caroline, 2 meses me han cobrado una "mantención de línea de crédito adicional 1,5 UF" ¿en qué consiste ese cobro? Saludos Aldo Torres	7	1
Estimada Ingrid: Nuevamente se me hizo un cargo por un PAC que solicité eliminar hace meses atrás: 01-10-2018 P.A.C. SURAMERICANA SGROS GRLS-CESANT 00000000000 $ 14.501  $ 4.401.776  Esta situación es francamente insostenible. Si no es posible que el banco se haga cargo de corregir esta situación tan menor, no creo que quiera seguir siendo cliente de ustedes.  Te solicito una solución definitiva y a la brevedad. De lo contrario, revisaré mis opciones para cambiarme de banco.  Atentamente,  Crist	7	14
Paula, buenas tardes. Te comento que me cobrarón la comisión de mantención en abril, la cual me informaste que te habían autorizado la excención de este cobro.  atento a tus comentarios.	7	2
Estimada Angelica,  Se me ha hecho un cobro de manutención por $27.000 aprox en junio y luego otro igual nuevamente en julio. Esta cuenta no está sujeta a cobros de manutención. Así se me informó cuando solicite su cierre hace más de un año atrás.   Ruego corregir esta situación y eliminar la deuda de los registros.   Saludos,  Juan Pablo Halpern	7	2
Hola envié un mensaje en la mañana por un monto cobrado doblemente de interés resulta que hoy iba a realizar el pago del crédito de consumo y me encuentro que nuevamente me cobran un monto de sobregiro gigante siendo que lo pague los primeros días del mes 	7	1
Hola,  No entiendo por qué se me borraron los datos de mis contactos guardados para transferencias electrónicas. Solo aparece el rut y nombre, nada más. Los voy a poder recuperar???  Slds, Consuelo. 	7	98
Buenos días, han realizado un cargo a mi cuenta el 27 de abril por  491 clp, que no corresponde. Rogaría su reenvolso a la cuenta.  Gracias por anticipado,  saludos cordiales	7	1
Hola,  Copio mensaje enviado a traves del sitio del banco. Esta es la tercera vez que realizo el mismo reclamo y no he recibido respuesta alguna. Me contacte con mi ejecutiva hace un tiempo porque me estaban realizando el cobro de mantencion de mi cuenta (alrededor de $35.000 mensual) siendo que tengo una cuenta muejer con costo cero de mantencion. La respuesta de la ejecutiva fue que no cuento con todos los productos ya que mi tarjeta de credito fue bloqueada unilateralmente por el Banco Securi	7	2
Anoche intente comprar entradas a Aviva pero quedo en espera. Ahora a´parecen 2 cobros en mi cuenta corriente. Nunca llego el mail de confirmación. o SEA NO TENGO ENTRADAS. Ocurrió lo mismo con tarjeta de crédito.  	7	1
Hola Grace, usted es mi ejecutiva consulte en forma interna el tema de cobro de comisión que es como $32.000 según el último cobro, yo no tengo forma de contratar pac y tampoco línea y tarjeta para vincular A plan, necesito saber si se Mantendrá Mi condición anterior con un reverso o bien, poder hacer el cierre de la cuenta. Acudo a usted ya que del Área de contacto me Derivan con usted  Me puede contactar vía correo	7	2
a) Me han cambiado el ejecutivo de cuenta sin avisarme. También cambió el teléfono a un número que no me es conocido b) La página Web del banco está funcionando de forma extraña. Por ejemplo, en repetidas consultas me indicó que mi cuenta corriente no tenía movimientos en mayo, y la cartola en línea no se podía mostrar por demasiadas redirecciones. Luego de un rato empezó a funcionar normalmente c) Al llamar al "nuevo" ejecutivo de cuentas al teléfono publicado en la página, una voz que no recon	7	98
 De mi consideracion,  No he recibido una respuesta satisfactoria a proposito de cargos de ultimo dia  hechos al cierre dela  cuenta bipersonal que mantenia con Nellie Rodas S. Ademas tuve oportunidad de revisar las tasas de interes aplicadas a esa cuenta, las que duplican lo cobrado en mi ctacte personal.  Atento a sus comentarios, saluda atte. a Uds.   Roberto Figueroa B.  	7	1
Hola Claudia,  El día jueves deposité un vale vista del banco BBVA para el pago del crédito de consumo, la linea de crédito y si es que alcanzaba, algo de la tarjeta de crédito. hasta el momento nada de eso se refleja en mi cuenta.  Me podrías avisar cuando se hacen efectivos los pagos por favor? Muchas gracias! Saludos,  Daniela 	7	7
Estimados; Se me han realizado dos cargos de mantención de $27.000 y fracción y no se me han reembolsado, mi plan tiene un cobro mensual de apróximadamente $2.700 pesos y se me subió 10 veces el cargo por mes , por favor regularizar situación. Saludos 	7	2
Angelica buenos días, tengo un problema con mi cuenta corriente, según lo que converse contigo por una promoción del banco el uso de la línea de crédito tiene un interés de $1 peso mensual por los tres primeros meses, y me aparece un cargo del 03/07/2018 por $27.642, los cuales espero sean reversados a la brevedad, adicionalmente en junio hice una transferencia para cubrir los gastos de apertura de la cuenta y el pago de los PAC que tuve que contratar, el cual fue transferido al saldo pendiente 	7	1
HOLA INGRID Una consulta, me aparece un cobro de 204.000 pesos que dice "crédito cuota fija" sin embargo yo ya no poseo creditos de consumo con el banco ya que fue prepagado. Podrías ayudarme con esto  Gracias	7	1
Buenos días Pilar Se está cargando a la tarjeta un cobro doble cada mes por algo que no he comprado HSO*PC/MACKEEPER al parecer es un software para Mac y yo ni siquiera tengo Mac por favor regresar los montos desde ya Muchas gracias.	7	1
Hola Gabriela,   He revisado detalladamente las compras realizadas durante mis días fuera de Chile.   Viajamos el día 31 de agosto y tenemos regreso el día 14 de septiembre.  Sin embargo, aparece en el detalle de lo no facturado una compra vía Booking, la que desconozco y doy fe no he realizado. Esta compra se indica en Amsterdam y es por un monto de USD$540,28 con fecha 28 de agosto. Te pido se gestione el reverso ya que claramente hay un error o un mal uso de mi tarjeta. Yo sólo he reservado y	7	1
Hola Mónica; te molesto porque me comuniqué con el banco para que la plata que me repusieron provisoriamente por el fraude de la tarjeta de crédito me la transfirieran desde el cupo internacional a la cuenta corriente; mi pregunta concreta es ¿cuándo van a poder ejecutar este traspaso de fondos a mi cta cte? Muchas gracias por tu ayuda, Maricarmen 	7	6
Estimada, necesito conversar con ud acerca de mi continuación en el banco, el motivo usted me dijo que probara 3 meses sin cobro y ahora me cobraron un seguro. si lo voy a tener 3 meses por cobra un seguro por un año.	7	1
Barbara: Este mes no se hizo el cargo por un PAC que tengo con el banco ITAU. El problema es que no es primera vez y me obliga a hacerlo directamente con ellos (ITAU), cosa que precisamente me complica y  por eso contraté el PAC. Atentamente,  Victor Neumann	7	14
Estimada Paula. Que paso con el reembolso de los $211.000 aprox Cia Seguros (Póliza Cesantia)  La Cia Seguros ya aprobó el abono por la cuota que el Banco ya me cargo en mi cuenta. ????????????? Bernardo Mora 990478954	7	6
Estimados, vengo pidiedo hace meses información para cerrar la cuenta y ahora ya tengo cargos por 100.000 aprox por comisiones e intereses.-  Una vergüenza. Qué ejecutivo/ agente me puede contactar para dejar este tema resuelto ya?  Espero su contacto a la brevedad.-    	7	2
Buenas tardes, había dejado $1 peso en la línea, sin embargo el sistema realizó el pago automático. ¿Es posible sacarle el pago automático a la línea?  Saludos, 	7	1
Hola Karen  Me estan cobrando algo de un plan plus el 25/04, cuando abrí la cuenta habíamos acordado que no cobrarían mantención, ya que recibo el sueldo ahí y uso la línea de crédito además de un crédito de consumo vigente en la tarjeta de crédito.  Favor revisalo para que no lo cobren más y hagan la devolución retroactiva de ese cobro, vi 3 meses para atrás y en todos me están cobrando ese plan, si sigo viendo para atrás seguramente lo están haciendo hace muchos meses, no entiendo porque…  Sal	7	2
Hola Adrian: Podrías chequear el cobro de la línea de crédito.. porque pague hoy 16.351 y veo ahora que me sigue cobrando lo mismo?...  Desde ya gracias! 	7	1
Buenos días, en la semana pasada le reclamé del cobro injustificado de mantención en mi cuenta corriente. Ud. me señaló que reversaría dicho cobro. Ello no se ha verificado: ¿debo esperar algún tiempo?  Lo anterior, porque espero que el problema se despeje de forma clara y definitiva. Quedo atento, 	7	2
Estimados,  Acaban de descontarme de manera automática de mi saldo, el pago de la línea de crédito, siendo que el monto utilizado por la línea de crédito presenta errores de cobros errados y que NO he realizado. De hecho está otro reclamo de mi persona por este motivo en curso.  Dicho monto de saldo, estaba destinado a pagar el crédito de consumo del banco.	7	1
Buenas tardes, el 15-05 tengo dos cargos por pago webpay ENTEL y uno fue reversado. No obstante, de ENTEL me reclaman que la cuenta sigue impaga. Por favor aclarar el estado del pago web pay a ENTEL.  Gracias,  Mauricio Santander	7	1
estimada Patricia, buenas tardes. encontré este cobro por acciones que yo no he comprado, además no me figura en las compras de acciones que he realizado. Por otra parte tampoco sería de algún saldo pendiente de pago de acciones, pues he tenido siempre controladas las ventas según lo que voy a comprar y controlé todos los saldos de la cuenta y no me cuadra esta cantidad. 22-02-2018 CARGO POR COMPRA DE ACCIONES POR INTERNET 00040505740 $ 1.168.616   por favor revisar y realizar reembolso 	7	1
Tengo firmado un documento para que no se me descuente de manera automática desde mi cuenta corriente para cubrir mi linea de sobregiro. Eso lo manejo yo, su banco siempre incurre en el mismo error. Cuántas veces hay que recordarlo??? Necesito se solucione y que de claro este tema a la brevedad. Gracias	7	14
Paola  ¿Pudiste ver el tema del cobro de manutención de la cuenta?  Necesito ademas que me mandes la copia del seguro de incendio del crédito hipotecario, ¿La puedes pedir?   Gracias  Marcelo	7	2
HOLA! SE TRATA DE LA OPERACIÓN NÚMERO 00094071599. ESTA FUE LA OPERACIÓN MAL COBRADA. MUCHAS GRACIAS!!	7	1
Hola Gabriela Tengo dudas respecto de unos PAC. Inscribí a Aguas Andinas y Entel y no se ha hecho el descuento, ¿a que se debe esto¿  La otra duda que tengo es que quiero acceder a la tarjeta priority pass¿ ¿Como puedo hacer para tener beneficios en salones vip de aeropuertos¿  Gracias.  Francisca 	7	14
Estimados, Hago formal la petición de devolución del monto mensual cobrado en mi cuenta "2" por el nombre de "plan cuenta corriente preferencial, 1,2 UF", monto que no corresponde dado que al momento de su apertura, esta cuenta fue sin costo asociado. Les pido devolución de los dineros desde septiembre del 2013 a la fecha. Tengo en mi poder cartolas que respalda que el cobro de tal comisión no se me efectuaba, junto con correo electrónico de Sharon Wells que, en su época como Agente Sucursal San	7	1
Hola Ivonne, llevo dos semanas esperando por una respuesta a mi solicitud de tarjeta, necesito una respuesta hoy, de lo contrario el lunes pagaré mi linea de crédito y cerraré la cuenta. No puedo seguir esperando.  Saludos,   Daniela Veloso	7	7
Aboné $25.000 en Loteria.cl y la página de Transbank me negó la transacción peros e descontó de la tarjeta. Favor reembolsar el cobro.  	7	1
Estimado Adrian, he eliminado el PAC de Bice vida, me realizaron dos cargos juntos, y yo nunca he autorizado a que lo hagan, a lo mas que me carguen la cuota atrazada , nada mas por favor NO quiero que lo vuelvan a cobrar.  Por tu cooperación, muy agradecida 	7	5
ESTIMADOS, LA SEMANA PASADA ENVIÉ UNA CONSULTA SOBRE UN DESCUENTO REALIZADO EN MI CUENTA CORRIENTE, EL CUAL SEGÚN MI EJECUTIVA YO HABÍA AUTORIZADO, PEDÍ EL PAPEL QUE YO HABÍA FIRMADO POR ESE DESCUENTO Y ME ENVIARON UNO CON UNA FIRMA QUE NO ES MÍA, AUN NO RECIBO UNA RESPUESTA DE USTEDES COMO BANCO Y ESO ME PREOCUPA, YA QUE SI PASO ESTO QUIEN ME DICE QUE OTROS DOCUMENTOS NO HAN SIDO FIRMADO DE ESA FORMA	7	7
A partir de de Febrero dejé de recibir mis comprobantes de transferencias en mi correo juanp.mac@gmail.com. Para mi sorpresa aparece en datos de contacto un mail jcmaccawley@gmail.com, el cual nunca he tenido o modificado de ninguna forma. Incluso el 24 de Febrero recibí la cartola de la tarjeta de crédito a mi mail, de manera correcta.  Me parece grave que si es necesario huella y firma para el cambio, yo no esté enterado de dicho cambio.	7	11
Estimada  Me están cobrando Comisión por Mantencion de Cuenta  .agradeceré  revisar    sólo me  cobraban  Comisión  por tarjeta y linea. Y ahora además me figura otro cargo  por mantencion  Atenta a su respuesta   Julia Pereira  Rut 8.888.458-2	7	2
hola Carmen buen día, necesito a la brevedad saber porque me están cobrando mantención de cuenta, reversarlo e indicarme que hacer para cerrar la cuenta, ya que como puedes ver no la utilizo. Muchas gracias!!!	7	1
Junto con saludar , ya acabo de transferir para cubrir crédito consumo . Adicionalmente agradeceré me puedas aclarar por favor el cargo de  $55.000  en mi cuenta corriente , a qué corresponde ? Gracias desde ya  Ximena González Barra Rut 7.265.135-9 	7	1
Buenos dias. No le funciona la tarjeta de debito en Inglaterra a mi hija Catalina. Si pude retirar dinero en los cajeros, pero no funciona el debito. Agradezco me solucionen el tema lo mas urgente posible.  Gracias.	7	13
Mi ejecutiva está de vacaciones y no recibo respuesta de mail con reclamo por cobros en mi cuenta corriente. Necesito que me devuelvan el monto reclamado para cerrar la cuenta corriente.  Necesito una respuesta  a la brevedad, ya que estoy desde fines de mayo con este tema, increíble!  Atentamente,  Loreto Gonzlaez Delfín	7	1
Estimada Carolina buenos dias!esperando este muy bien le informo, mira hace meses elimine el seguro de cesantia y tambie nel otro seguro que me descuentan..pero nuevamente me realizan el descuento..yo necesito que se me reintegre ese dinero..a la brevedad  Ya no puedo seguir enviando correos y firmando documentos de eliminacion si se hace caso omiso de esta solicitud. agradeceria me puedan responder en calidad de urgencia  Gracias Luz Ines	7	1
hola Claudia, favor tu ayuda. nuevamente el mes de marzo y abril sale cobros por mantención de tarjetas crédito y debito. el acuerdo de mantener abierta mi cuenta corriente es única y exclusivamente costo cero. favor indicar si esto se normaliza con la devolución o simplemente cierro la cuenta. gracias Walter Astorga U. 10719885-7	7	2
Hola Monica, como estas!  Monica te escribo por dos cosas: 1) Me acabo de dar cuenta que comenzaron los costos de mantención de cuenta de nuevo y yo sigo estudiando. Es posible alargar el periodo de estudio? De ser necesario yo te mando los documentos que acreditan mis estudios este ano.  Hace anos que pago esa manutención sin si quiera recibir un sueldo (exceptuando el ano pasado, que como te acordaras, me ayudaste para quedar ecepta de pagos). La verdad es que no me puedo permitir un gasto de 	7	2
HOLA SRA JOHANA, REVISANDO MI CUENTA  ESTA POR SEGUNDA VEZ Y AVISANDO A PLATAFORMA, VEO QUE NO HA REALIZADO NINGUNO DE LOS PREPAGOS PARA LO CUAL ESTABAN DESTINADOS LOS VALE-VISTAS,Y A LA FECHAUD  NO HA REALIZADO ESA TRANSACCIÓN, SE COMUNICARON DESDE TARJETA DE CREDITO, DONDE TENGO EL CREDITO OCUPADO Y   LE EXPLIQUE LA SITUACION , DE ESTO HACE YA DOS DIAS Y YO DESDE LA PAGINA  NO PUEDO HACER LOS PREPAGOS, ESPERO QUE NO ME ENTREN CUOTAS NORMALES, Y ADEMÁS  ME REBAJE  TODOS  LOS INTERESES POR LINEA	7	1
Estimada Rosario  Buenas tardes, el dia de hoy viendo mi cta cte me aparecieron cobros por mantenciones, esto no corresponde, ya que tengo los productos del banco que me eliminan todo tipo de cobros de mantenciones en la cta cte, según lo acordado años atrás  Te pido que veas este tema y lo puedas reversar por favor  27-08-2018 IVA EN COMISIONES/CUENTAS 00000000000 $ 5.226  -$ 29.162 27-08-2018 PLAN CUENTA CORRIENTE PREFERENCIAL (UF 1.2000) 00000000000 $ 27.503  Saludos Rodrigo Sainte Marie 13.2	7	2
Estimada Paola, veo que en Enero me han cobrado y descontado de mi cc,los conceptos de: plan integral premier, iva en comisiones/cuentas y  seguro desgravamen linea sobregiro,  qué es todo esto y, porqué se me descuenta?  saludos	7	1
Estimada Paula, el día 07/06 se me cargó un seguro de desgravamen de la línea de crédito respecto del cual y hasta donde yo sé, no lo pacté, jamás me ha interesado aquello, menos si es un producto que no utilizo, por lo que solicito verificación de aquello y la reversa del cobro. Saludos, atte.  Juan Andrés Shertzer Baraona 	7	1
estimados, favor su ayuda, me percaté que hace meses me están cobrando mas de 8 mil pesos en mantención y la verdad lo encuentro excesivo pensando que tengo un crédito asociado (yo trabajo en ITAU y mi cuenta es gratis) no puedo pagar 8 mil, favor su ayuda con reserva de estas comisiones y gratuidad en la cuenta, de lo contrario lamentablemente tendré que prepagar mi TC y cerrar la cuenta corriente, y no quiero hacerlo, me gusta mucho el banco. gracias quedo atenta, espero mne entiendan,.	7	2
Buenas tardes Nicole, por favor revisar los pagos de mi crédito, éste está para pago todos los días 10 de cada mes, fecha en que debe cargarse a la cta cte, sin embargo se carga antes realizando cargos en mi línea de sobregiro y por lo tanto cobrándome el banco comisiones. Todos los fin de mes, se paga esto con transferencia a esta cuenta por lo que rogaría normalizaran estos temas	7	5
Ayer pagué la línea y ahora me sacaron el saldo de la cuenta corriente y me generaron una deuda nueva en la línea, ¿Qué escoba tienen en el Banco?	7	1
Hola Karen por favor revisar ¨mi cartola de cta cte, ya que tengo cobro de comisión "plan plus preferencial" en Febrero $5.429+iva.-  Agradeceré tus gestiones para reversa.  Quedo atenta gracias	7	1
Paula buenas tardes, al revisar la cartola me di cuenta que la boleta del pac de metrogas aun no ha sido cargada a la cuenta corriente,¿cual sera el motivo?. De antemano gracias.  Atte. Jose Torralba.	7	14
Hola Daniela:  Te he llamado pero no he podido comunicarme contigo. Tengo 2 preguntas que agradecería me las pudieras aclarar. 1. Entiendo que abrí la cuenta corriente con línea de crédito por 1 millón, hoy tengo 2 millones donde aparentemente hubo un aumento de cupo de manera arbitraria a mi entender incluyendo mayores costos de mantención asociados, no entiendo bien esta situación. 2. Me inscribí en la campaña del 50% de descuento de interés por uso de la línea de crédito, me encuentro con un 	7	4
Hola, en sept se supone qe me tenía que llegar un depósito internacional de AXA Assistance USA; por 594,19USD. Estuve revisando mis cartolas históricas y no tengo nada. En una carta de AXA Assistance USA me dicen que el deposito fue confirmado y que mw pi ga en co tacto con ustedes para wue busquen el deposito. Me Podrían conrar qué pasó?  Slda	7	98
Estimados, al abrir la cuenta corriente que tengo con el Banco Security, se me informó que esta no tenía costo siempre que hiciera una transferencia por 50 UF mensuales. Esto sin plazo definido.  El año pasado me enteré que en principio esto era por solo 1 año, pero luego de ver mi caso, se me informó que se iba a cumplir lo ofrecido.   Sin embargo, revisando mis estados de cuenta, me percato que al menos desde abril de 2017 (12 meses), se me está cobrando este monto.  Solicito hacer la devoluci	7	1
Estimada,   el mes pasado le envié un mensaje solicitando el cierre de la cuenta y hasta el momento no tengo respuesta...   	7	10
estimados  solicito devolución de pago pac de tarjeta de crédito descontado el dia 02 de septiembre y la  tarjeta de crédito fue pagada el 31 de agosto, por favor revertir cobro  saludos	7	1
Estimados, nuevamente me cargaron una comisión por un servicio que no corresponde. Esto es el sobregiro no pactado. Hay precedente de que ya me lo debieron reversar.  Agradeceré gestionen su reverso.	7	1
Hola Marcela Mi ejecutiva anterior Cecilia me pidió el año pasado que no cerrara la CTA CTE y me aseguro que no tendría cobro por mantención y yo no estaba en Chile y desde Mayo me están cobrando mantención,te agradecería ver mi caso no se si Ximena aún es la Agente de la Sucursal, pa ra saber si sigue así o si no hoy transfiero y la cierro.Ademas si me puedes hacer las regresas por los cobros de los 3 últimos meses que no se cumplió lo prometido por favor. Gracias Tatiana 	7	1
hola buenas tardes Jasna  el viernes llame para reclamar por la devolución de 1.000 Usd que tenemos a Favor por pago de tarjeta de crédito USD del mes de junio.  Solicité que se depositara en cuenta cte, me dijeron que hasta 72 horas hábiles y aún no lo devuelven, quisiera tener una respuesta al respecto.  gracias  mirtha	7	1
hola macarena la página de mi cuenta me empezo a pedir claves de la tarjeta para actualizar el sistema de seguridad y recibo llamado automatico para autorizar transferencia por 500mil a una cuenta de banco estado, siendo que la transferencia que estaba tratando de hacer era de 28mil a security. Corté rápidamente el teléfono y te llamé pero estabas almorzando. me puedes explicar qué pasó?	7	6
Laura, acabo de ver que desde el mes pasado se me está cobrando $8.211 por plan integral y $1.560 por Iva en comisiones.  La otra vez ya hablamos de dejar sólo activa mi cuenta corriente. Eso genera algún cargo?  Sino, veamos cómo sólo dejar los hipotecarios. Como te comentaba yo uso esta cuenta para ir guardando dinero para futuras inversiones, pero si se me cobran casi $10.000 todos os meses, no me conviene.  Quedo atenta a las opciones.	7	1
Estimada:  Necesito saber que es lo que debo hacer para que me  reverse el cargo por los seguros y adicionalmente que me los eliminen.  Gs,	7	1
Hace 4 meses que recibo cobros de mantenciones que me juraron  no llegarían cuando abrí la cuenta ( cuento con todos los correos de respaldo) El año pasado pase por la misma situación y me tarde 4 meses reclamando y perdiendo mi tiempo para que se regularice el tema. Este Año, cuando recibí el primer cobro fui a la sucursal de el GOLF hable con Kathia, mi ejecutiva,  nuevamente le hice saber que Tenia que estar reclamando  1/3 del año  por cobros no adecuados. le exigí el cierre de la cuenta par	7	2
Buenas tardes.  Me podría explicar por favor, porque me cobran mantención de linea de crédito adicional 1.5 UF, todos los meses.  No entiendo ese cobro.  Sin otro particular Saluda Atte  Ivan Labarca Porzio	7	2
Hola hace muy poco me cobraron 40.000 por linea de crédito adicional y resulta que solo tengo una y con un saldo bastante bajo. Pagué lo que me contaron pero quiero que se haga la reversa ya que es un cobro que no tiene razón. Gracias Saludos	7	1
Tengo un cobro el dia 28 de Mayo de TD FORUS por una compra de tarjeta de debito, la compra salio rechazada y de FORUS me indicaron que realmente la compra fue rechazada y que se demoraba de 24 a 72 hrs la reversa en mi cta, llevamos 130 horas y aùn no me aparece la reversa, favor dar soluciòn al tema.	7	6
FAVOR VER TEMA DE PAGO DE LÍNEA DE CREDITO...YO LA PAGUE, PERO DESPUES FUE CARGADA NUEVAMENTE A MI CUENTA	7	1
